SK_ID_CURR,TARGET
102919,0.128
102927,0.258
102932,0.196
102933,0.234
102935,0.182
102958,0.186
102969,0.286
102971,0.166
102975,0.156
102979,0.24
102982,0.15
102987,0.334
102989,0.254
102995,0.22
102996,0.218
103000,0.142
103001,0.264
103004,0.198
103010,0.18
103025,0.306
103029,0.18
103046,0.254
103056,0.17
103062,0.28
103078,0.222
103083,0.21
103092,0.226
103096,0.196
103097,0.33
103102,0.36
103112,0.24
103132,0.142
103144,0.24
103145,0.262
103146,0.166
103147,0.278
103158,0.126
103171,0.256
103173,0.174
103184,0.198
103195,0.308
103196,0.232
103206,0.196
103230,0.262
103231,0.3
103232,0.158
103239,0.262
103240,0.332
103243,0.226
103252,0.228
103258,0.214
103259,0.318
103279,0.186
103280,0.178
103286,0.168
103287,0.408
103290,0.212
103298,0.246
103315,0.134
103319,0.218
103334,0.224
103336,0.198
103345,0.222
103368,0.226
103371,0.254
103377,0.228
103398,0.194
103404,0.192
103408,0.284
103410,0.206
103418,0.202
103420,0.334
103432,0.262
103433,0.182
103436,0.19
103440,0.204
103453,0.228
103459,0.206
103460,0.18
103461,0.134
103462,0.212
103473,0.252
103474,0.178
103475,0.37
103478,0.242
103480,0.28
103484,0.188
103494,0.248
103513,0.286
103515,0.204
103516,0.348
103525,0.242
103541,0.32
103544,0.18
103562,0.32
103570,0.32
103572,0.302
103574,0.18
103575,0.28
103591,0.224
103594,0.166
103609,0.136
103613,0.208
103614,0.208
103615,0.162
103624,0.196
103625,0.366
103628,0.36
103629,0.152
103647,0.202
103648,0.196
103651,0.232
103658,0.192
103668,0.234
103669,0.196
103676,0.254
103682,0.216
103683,0.202
103689,0.138
103725,0.208
103733,0.27
103744,0.18
103762,0.236
103771,0.348
103773,0.156
103783,0.176
103784,0.182
103808,0.128
103812,0.172
103813,0.258
103814,0.198
103818,0.232
103824,0.18
103828,0.146
103830,0.26
103840,0.174
103842,0.234
103847,0.324
103848,0.188
103851,0.154
103854,0.258
103857,0.338
103861,0.136
103862,0.278
103865,0.204
103870,0.174
103876,0.234
103891,0.468
103908,0.226
103914,0.212
103918,0.252
103940,0.198
103963,0.28
103966,0.25
103971,0.256
103980,0.262
103984,0.176
103985,0.198
103998,0.306
104019,0.168
104026,0.246
104035,0.302
104044,0.206
104045,0.218
104047,0.338
104051,0.126
104058,0.176
104063,0.216
104066,0.286
104087,0.13
104089,0.182
104095,0.13
104098,0.276
104104,0.182
104110,0.358
104120,0.21
104122,0.186
104131,0.18
104132,0.25
104135,0.156
104136,0.218
104149,0.208
104150,0.158
104156,0.294
104165,0.264
104175,0.188
104179,0.206
104184,0.31
104206,0.156
104216,0.356
104230,0.272
104257,0.21
104272,0.192
104273,0.24
104278,0.126
104294,0.286
104295,0.164
104297,0.146
104298,0.22
104308,0.24
104318,0.178
104319,0.192
104320,0.334
104327,0.218
104334,0.192
104344,0.298
104350,0.22
104351,0.24
104354,0.224
104369,0.268
104376,0.208
104381,0.164
104384,0.196
104391,0.168
104394,0.236
104398,0.336
104402,0.166
104408,0.224
104409,0.15
104410,0.346
104412,0.2
104417,0.32
104424,0.238
104426,0.108
104435,0.226
104445,0.194
104458,0.162
104460,0.22
104466,0.182
104472,0.21
104473,0.254
104479,0.15
104480,0.188
104482,0.24
104499,0.174
104501,0.132
104502,0.184
104506,0.2
104510,0.16
104512,0.254
104520,0.252
104528,0.268
104529,0.194
104541,0.224
104578,0.198
104584,0.294
104588,0.218
104602,0.25
104610,0.172
104611,0.288
104618,0.226
104620,0.2
104622,0.17
104624,0.176
104625,0.228
104634,0.228
104639,0.194
104646,0.218
104647,0.232
104652,0.21
104670,0.198
104677,0.142
104685,0.308
104691,0.244
104696,0.252
104699,0.146
104712,0.24
104714,0.158
104717,0.21
104718,0.208
104740,0.184
104741,0.176
104743,0.122
104744,0.19
104747,0.252
104767,0.18
104772,0.344
104776,0.326
104779,0.154
104814,0.22
104815,0.186
104830,0.2
104831,0.258
104833,0.252
104839,0.21
104840,0.164
104860,0.236
104861,0.25
104866,0.21
104870,0.176
104877,0.206
104878,0.108
104879,0.152
104880,0.224
104899,0.178
104906,0.178
104907,0.264
104913,0.302
104916,0.262
104921,0.242
104930,0.184
104931,0.272
104936,0.224
104937,0.244
104942,0.218
104943,0.204
104969,0.326
104972,0.308
104988,0.2
105013,0.24
105015,0.228
105019,0.188
105027,0.202
105030,0.232
105035,0.398
105041,0.176
105051,0.278
105056,0.154
105067,0.432
105071,0.21
105072,0.114
105074,0.228
105091,0.244
105101,0.192
105103,0.162
105134,0.208
105139,0.164
105142,0.268
105146,0.19
105163,0.184
105168,0.276
105172,0.186
105176,0.418
105195,0.234
105196,0.308
105197,0.136
105203,0.168
105223,0.25
105227,0.292
105228,0.2
105230,0.25
105231,0.306
105239,0.194
105242,0.224
105244,0.218
105245,0.168
105248,0.182
105249,0.176
105266,0.216
105271,0.312
105276,0.296
105282,0.19
105292,0.2
105297,0.12
105332,0.238
105333,0.148
105343,0.182
105344,0.248
105345,0.214
105357,0.2
105359,0.19
105366,0.238
105367,0.19
105370,0.15
105377,0.18
105390,0.208
105399,0.152
105403,0.196
105404,0.21
105414,0.158
105417,0.18
105425,0.304
105452,0.27
105454,0.274
105456,0.226
105470,0.182
105471,0.182
105483,0.202
105493,0.27
105508,0.308
105514,0.22
105515,0.116
105528,0.434
105529,0.182
105531,0.142
105532,0.184
105558,0.158
105574,0.188
105578,0.126
105584,0.318
105595,0.232
105617,0.282
105618,0.188
105621,0.194
105625,0.206
105629,0.19
105630,0.148
105634,0.132
105635,0.158
105641,0.202
105647,0.256
105648,0.206
105655,0.176
105657,0.144
105672,0.232
105678,0.284
105682,0.24
105691,0.258
105692,0.162
105706,0.272
105712,0.216
105720,0.142
105734,0.168
105735,0.252
105736,0.322
105737,0.15
105738,0.234
105740,0.324
105744,0.166
105747,0.248
105749,0.262
105754,0.244
105758,0.194
105760,0.252
105767,0.208
105784,0.238
105791,0.208
105802,0.316
105807,0.332
105809,0.238
105816,0.208
105817,0.206
105824,0.266
105832,0.19
105856,0.194
105865,0.154
105899,0.274
105906,0.16
105916,0.2
105923,0.258
105937,0.224
105965,0.138
105966,0.228
105968,0.192
105973,0.202
105976,0.222
105978,0.236
105979,0.146
105991,0.204
105998,0.268
105999,0.144
106000,0.342
106001,0.192
106010,0.282
106011,0.192
106013,0.29
106015,0.134
106026,0.222
106032,0.152
106035,0.356
106040,0.16
106041,0.262
106044,0.178
106053,0.324
106054,0.2
106065,0.302
106081,0.218
106083,0.176
106087,0.216
106090,0.264
106101,0.172
106102,0.198
106109,0.194
106116,0.252
106150,0.198
106155,0.298
106166,0.184
106176,0.222
106189,0.2
106199,0.28
106205,0.264
106206,0.236
106211,0.188
106214,0.254
106216,0.242
106217,0.196
106225,0.194
106249,0.24
106256,0.22
106258,0.18
106261,0.2
106262,0.286
106264,0.15
106271,0.192
106276,0.228
106277,0.22
106286,0.228
106293,0.2
106295,0.204
106296,0.202
106297,0.222
106298,0.202
106311,0.182
106314,0.29
106320,0.192
106334,0.202
106346,0.194
106347,0.172
106349,0.2
106354,0.192
106360,0.21
106373,0.294
106377,0.164
106386,0.278
106387,0.19
106391,0.16
106401,0.296
106411,0.232
106413,0.36
106426,0.248
106427,0.22
106428,0.264
106434,0.21
106438,0.186
106440,0.21
106441,0.164
106452,0.262
106453,0.228
106454,0.204
106457,0.274
106484,0.136
106488,0.28
106491,0.282
106514,0.256
106527,0.234
106528,0.22
106529,0.176
106534,0.306
106550,0.304
106577,0.216
106585,0.248
106590,0.158
106607,0.172
106610,0.25
106611,0.226
106612,0.206
106624,0.112
106631,0.178
106647,0.38
106660,0.266
106674,0.194
106687,0.172
106712,0.188
106713,0.182
106717,0.222
106720,0.212
106721,0.27
106724,0.186
106735,0.284
106739,0.224
106740,0.224
106754,0.242
106760,0.306
106761,0.212
106784,0.232
106787,0.23
106797,0.154
106798,0.194
106802,0.298
106803,0.24
106804,0.338
106805,0.182
106810,0.27
106812,0.264
106813,0.214
106817,0.282
106822,0.206
106823,0.168
106827,0.152
106841,0.198
106851,0.312
106852,0.21
106853,0.264
106854,0.364
106861,0.244
106873,0.198
106877,0.19
106878,0.166
106881,0.198
106900,0.16
106906,0.168
106907,0.324
106914,0.27
106916,0.228
106924,0.19
106931,0.208
106936,0.284
106937,0.256
106938,0.17
106939,0.22
106943,0.22
106944,0.322
106967,0.236
106980,0.254
106986,0.204
106987,0.176
106990,0.188
107013,0.172
107023,0.234
107033,0.204
107037,0.236
107048,0.264
107071,0.206
107081,0.142
107113,0.272
107130,0.222
107131,0.248
107145,0.22
107156,0.208
107219,0.236
107222,0.244
107223,0.34
107232,0.284
107245,0.216
107246,0.22
107247,0.202
107256,0.116
107259,0.162
107260,0.158
107279,0.266
107280,0.176
107281,0.234
107285,0.242
107329,0.164
107337,0.264
107349,0.162
107350,0.212
107351,0.156
107359,0.276
107391,0.246
107394,0.244
107395,0.166
107406,0.22
107416,0.228
107417,0.162
107418,0.168
107419,0.148
107444,0.186
107445,0.184
107446,0.248
107460,0.252
107470,0.234
107475,0.188
107520,0.234
107526,0.24
107527,0.164
107530,0.166
107532,0.216
107534,0.242
107535,0.198
107554,0.364
107556,0.19
107559,0.224
107561,0.118
107564,0.2
107566,0.174
107571,0.202
107590,0.334
107602,0.244
107625,0.184
107626,0.34
107635,0.222
107636,0.22
107645,0.188
107652,0.306
107655,0.164
107668,0.23
107670,0.216
107677,0.166
107680,0.264
107683,0.274
107684,0.146
107691,0.186
107692,0.212
107703,0.248
107709,0.138
107710,0.278
107721,0.318
107725,0.244
107727,0.234
107739,0.136
107740,0.258
107741,0.246
107747,0.18
107765,0.394
107768,0.15
107775,0.284
107782,0.31
107790,0.156
107801,0.138
107807,0.184
107811,0.196
107817,0.236
107826,0.184
107838,0.264
107839,0.208
107843,0.228
107847,0.216
107849,0.218
107850,0.202
107867,0.23
107871,0.2
107908,0.164
107913,0.3
107927,0.202
107931,0.162
107955,0.144
107962,0.206
107977,0.22
107978,0.242
107993,0.182
108010,0.226
108016,0.198
108018,0.36
108027,0.24
108045,0.348
108069,0.256
108082,0.174
108089,0.224
108092,0.208
108106,0.186
108112,0.246
108120,0.296
108122,0.326
108135,0.252
108170,0.21
108171,0.228
108177,0.146
108180,0.19
108183,0.19
108184,0.144
108185,0.178
108192,0.254
108195,0.278
108196,0.27
108218,0.174
108219,0.312
108243,0.202
108249,0.154
108251,0.198
108274,0.16
108280,0.348
108289,0.176
108292,0.238
108295,0.178
108327,0.19
108332,0.22
108346,0.158
108349,0.21
108353,0.262
108362,0.228
108363,0.17
108377,0.42
108378,0.218
108381,0.156
108383,0.276
108390,0.232
108407,0.164
108408,0.2
108411,0.176
108412,0.172
108419,0.216
108436,0.33
108437,0.336
108438,0.218
108441,0.232
108448,0.194
108449,0.172
108466,0.178
108467,0.214
108473,0.188
108474,0.23
108476,0.166
108479,0.17
108486,0.118
108493,0.202
108501,0.24
108506,0.37
108510,0.25
108511,0.202
108514,0.162
108517,0.2
108519,0.21
108522,0.164
108548,0.266
108554,0.256
108555,0.308
108559,0.212
108562,0.11
108571,0.216
108572,0.17
108579,0.192
108583,0.158
108584,0.158
108592,0.208
108602,0.192
108609,0.164
108613,0.214
108616,0.248
108618,0.214
108620,0.15
108643,0.128
108649,0.196
108654,0.312
108655,0.146
108656,0.182
108667,0.218
108668,0.252
108682,0.222
108690,0.248
108691,0.232
108692,0.242
108695,0.21
108699,0.216
108710,0.248
108718,0.28
108739,0.336
108740,0.198
108741,0.13
108742,0.188
108763,0.178
108767,0.266
108769,0.272
108779,0.296
108788,0.208
108801,0.208
108802,0.212
108810,0.238
108811,0.182
108813,0.194
108814,0.258
108825,0.224
108826,0.268
108830,0.268
108834,0.196
108852,0.188
108887,0.312
108901,0.228
108908,0.132
108910,0.186
108920,0.224
108922,0.184
108929,0.258
108930,0.224
108937,0.276
108938,0.226
108943,0.24
108948,0.178
108953,0.238
108956,0.268
108965,0.242
108985,0.316
108986,0.242
108987,0.174
108990,0.16
108991,0.24
108993,0.29
109000,0.234
109001,0.224
109012,0.386
109014,0.194
109015,0.236
109021,0.164
109037,0.15
109042,0.246
109044,0.178
109046,0.4
109064,0.142
109084,0.196
109086,0.18
109092,0.168
109093,0.294
109100,0.284
109101,0.178
109110,0.232
109114,0.236
109126,0.326
109152,0.204
109162,0.188
109167,0.21
109168,0.244
109169,0.196
109179,0.24
109184,0.23
109191,0.236
109192,0.206
109193,0.202
109196,0.196
109206,0.252
109210,0.198
109244,0.242
109249,0.196
109273,0.176
109276,0.298
109281,0.202
109287,0.132
109297,0.252
109298,0.26
109306,0.134
109309,0.21
109321,0.328
109328,0.288
109336,0.17
109342,0.154
109346,0.212
109347,0.214
109348,0.296
109362,0.25
109363,0.132
109367,0.17
109370,0.164
109393,0.27
109405,0.204
109413,0.222
109414,0.33
109421,0.16
109427,0.234
109428,0.144
109429,0.34
109437,0.196
109443,0.154
109461,0.218
109468,0.186
109469,0.162
109471,0.24
109479,0.25
109484,0.154
109501,0.254
109505,0.198
109535,0.162
109539,0.142
109544,0.282
109545,0.158
109551,0.288
109553,0.186
109555,0.19
109561,0.25
109580,0.188
109583,0.346
109593,0.244
109604,0.22
109620,0.206
109635,0.132
109637,0.388
109638,0.234
109642,0.26
109649,0.184
109652,0.208
109656,0.152
109663,0.226
109696,0.3
109700,0.336
109709,0.24
109735,0.158
109740,0.144
109741,0.262
109749,0.254
109764,0.148
109771,0.26
109772,0.174
109773,0.29
109798,0.2
109802,0.222
109804,0.166
109813,0.198
109818,0.242
109848,0.22
109850,0.186
109851,0.164
109855,0.17
109871,0.354
109877,0.218
109883,0.162
109886,0.19
109905,0.206
109936,0.282
109950,0.224
109958,0.22
109959,0.254
109969,0.162
109971,0.142
109984,0.222
109985,0.372
109988,0.174
109992,0.186
110005,0.194
110009,0.162
110011,0.352
110014,0.178
110026,0.204
110042,0.2
110058,0.21
110069,0.194
110080,0.162
110087,0.216
110091,0.206
110094,0.214
110098,0.302
110105,0.25
110117,0.204
110136,0.264
110138,0.264
110149,0.182
110164,0.23
110202,0.27
110212,0.202
110226,0.148
110236,0.178
110249,0.118
110257,0.17
110258,0.206
110277,0.164
110282,0.22
110284,0.182
110286,0.25
110289,0.164
110304,0.222
110319,0.246
110324,0.23
110326,0.218
110335,0.174
110337,0.252
110338,0.134
110343,0.192
110345,0.184
110347,0.314
110355,0.186
110359,0.198
110360,0.284
110364,0.202
110371,0.226
110372,0.188
110376,0.29
110379,0.25
110380,0.152
110393,0.224
110401,0.322
110406,0.144
110411,0.17
110416,0.14
110420,0.136
110443,0.214
110465,0.12
110468,0.204
110469,0.262
110471,0.31
110487,0.292
110491,0.236
110504,0.278
110547,0.172
110550,0.142
110559,0.308
110578,0.31
110582,0.254
110590,0.172
110598,0.26
110601,0.3
110602,0.168
110604,0.168
110625,0.366
110626,0.27
110636,0.302
110637,0.266
110638,0.254
110646,0.258
110648,0.202
110652,0.214
110681,0.234
110682,0.188
110687,0.258
110691,0.16
110694,0.17
110695,0.192
110696,0.208
110708,0.184
110710,0.208
110717,0.268
110730,0.208
110740,0.186
110742,0.196
110747,0.15
110761,0.158
110766,0.218
110769,0.192
110774,0.216
110803,0.154
110805,0.232
110809,0.342
110827,0.21
110832,0.198
110839,0.238
110859,0.292
110861,0.14
110863,0.262
110865,0.246
110881,0.23
110889,0.218
110891,0.152
110894,0.218
110895,0.256
110907,0.336
110914,0.25
110933,0.216
110934,0.206
110937,0.172
110953,0.18
110954,0.212
110958,0.302
110970,0.238
110974,0.222
110977,0.19
110989,0.162
110993,0.326
110994,0.326
111018,0.166
111019,0.204
111030,0.2
111032,0.248
111041,0.142
111045,0.194
111048,0.214
111052,0.204
111070,0.302
111084,0.268
111091,0.266
111104,0.174
111108,0.196
111112,0.19
111127,0.116
111142,0.164
111146,0.204
111165,0.244
111168,0.164
111169,0.298
111172,0.16
111173,0.18
111174,0.246
111175,0.268
111176,0.226
111177,0.188
111180,0.174
111182,0.164
111192,0.23
111194,0.226
111196,0.298
111197,0.19
111198,0.208
111205,0.202
111207,0.19
111222,0.184
111228,0.232
111233,0.204
111256,0.208
111258,0.162
111262,0.17
111263,0.216
111267,0.16
111269,0.202
111276,0.228
111277,0.326
111279,0.236
111290,0.154
111294,0.188
111295,0.25
111315,0.332
111318,0.222
111327,0.19
111328,0.274
111332,0.226
111338,0.152
111343,0.27
111344,0.248
111345,0.386
111347,0.216
111356,0.146
111359,0.206
111367,0.182
111368,0.136
111391,0.226
111408,0.156
111412,0.208
111419,0.238
111422,0.182
111423,0.384
111439,0.188
111452,0.4
111456,0.212
111467,0.154
111478,0.286
111482,0.2
111488,0.268
111503,0.23
111510,0.154
111512,0.138
111518,0.24
111532,0.268
111537,0.12
111541,0.246
111544,0.172
111550,0.204
111554,0.302
111560,0.326
111566,0.216
111567,0.332
111592,0.152
111618,0.236
111620,0.158
111627,0.142
111641,0.246
111646,0.284
111652,0.174
111657,0.154
111664,0.222
111665,0.234
111669,0.216
111673,0.136
111687,0.172
111688,0.16
111689,0.172
111694,0.214
111695,0.236
111698,0.206
111703,0.192
111709,0.14
111712,0.16
111715,0.23
111724,0.194
111730,0.192
111747,0.232
111760,0.2
111761,0.158
111763,0.224
111776,0.172
111777,0.138
111781,0.146
111793,0.184
111804,0.332
111810,0.274
111816,0.192
111818,0.262
111830,0.19
111832,0.19
111841,0.158
111842,0.268
111843,0.262
111846,0.298
111848,0.268
111856,0.18
111857,0.184
111877,0.174
111882,0.138
111883,0.296
111891,0.176
111893,0.198
111901,0.138
111912,0.196
111913,0.17
111955,0.136
111958,0.148
111960,0.21
111967,0.2
112000,0.25
112003,0.272
112015,0.306
112019,0.4
112020,0.18
112028,0.226
112029,0.174
112031,0.176
112039,0.218
112042,0.18
112049,0.138
112052,0.234
112054,0.188
112055,0.21
112063,0.254
112070,0.19
112071,0.242
112080,0.184
112083,0.178
112085,0.196
112089,0.186
112098,0.33
112100,0.19
112105,0.244
112124,0.148
112126,0.166
112127,0.184
112128,0.284
112148,0.218
112149,0.186
112165,0.23
112170,0.196
112171,0.24
112176,0.238
112186,0.204
112199,0.228
112203,0.214
112214,0.186
112215,0.218
112216,0.204
112224,0.172
112225,0.18
112231,0.388
112234,0.254
112235,0.172
112236,0.184
112254,0.268
112265,0.272
112271,0.16
112284,0.198
112287,0.24
112295,0.284
112303,0.222
112307,0.27
112310,0.206
112312,0.26
112313,0.18
112326,0.26
112333,0.172
112334,0.204
112339,0.194
112347,0.264
112350,0.244
112356,0.268
112357,0.192
112359,0.262
112360,0.224
112371,0.284
112385,0.188
112392,0.222
112401,0.288
112405,0.168
112414,0.248
112429,0.21
112448,0.168
112467,0.174
112468,0.276
112469,0.272
112491,0.24
112500,0.204
112510,0.324
112535,0.302
112537,0.214
112551,0.196
112552,0.22
112556,0.26
112577,0.206
112590,0.202
112593,0.122
112596,0.3
112601,0.19
112604,0.206
112622,0.13
112655,0.172
112663,0.162
112667,0.134
112670,0.156
112676,0.176
112677,0.198
112679,0.166
112683,0.19
112688,0.19
112692,0.212
112696,0.314
112702,0.242
112709,0.126
112720,0.206
112735,0.114
112738,0.208
112742,0.138
112748,0.242
112749,0.16
112766,0.194
112767,0.158
112769,0.23
112771,0.234
112775,0.232
112794,0.228
112795,0.178
112796,0.206
112815,0.184
112817,0.258
112821,0.27
112822,0.214
112829,0.21
112831,0.276
112835,0.14
112838,0.16
112842,0.164
112844,0.256
112845,0.17
112846,0.134
112847,0.168
112867,0.232
112868,0.156
112874,0.144
112879,0.168
112882,0.192
112886,0.23
112895,0.178
112896,0.214
112902,0.184
112904,0.22
112917,0.352
112932,0.254
112944,0.198
112946,0.242
112947,0.25
112948,0.188
112966,0.228
112967,0.16
112971,0.206
112973,0.258
112974,0.18
112978,0.31
112988,0.18
112992,0.37
113003,0.172
113004,0.232
113007,0.384
113020,0.264
113025,0.29
113032,0.134
113042,0.278
113047,0.178
113066,0.23
113067,0.27
113071,0.17
113087,0.238
113108,0.132
113109,0.202
113123,0.182
113128,0.406
113134,0.218
113151,0.244
113175,0.298
113181,0.15
113188,0.278
113191,0.222
113193,0.294
113201,0.308
113209,0.194
113222,0.224
113248,0.104
113272,0.184
113276,0.176
113287,0.174
113302,0.172
113308,0.222
113316,0.286
113318,0.222
113320,0.196
113322,0.314
113325,0.26
113326,0.27
113332,0.198
113346,0.324
113352,0.144
113361,0.182
113362,0.192
113365,0.18
113366,0.112
113368,0.234
113382,0.184
113385,0.172
113390,0.28
113391,0.204
113393,0.218
113396,0.23
113397,0.246
113402,0.208
113403,0.214
113405,0.198
113406,0.226
113410,0.418
113413,0.182
113418,0.172
113419,0.322
113435,0.264
113438,0.29
113447,0.188
113458,0.278
113466,0.202
113475,0.22
113482,0.21
113490,0.186
113505,0.176
113508,0.178
113520,0.194
113532,0.22
113535,0.202
113549,0.192
113557,0.274
113558,0.192
113561,0.176
113566,0.162
113569,0.254
113574,0.24
113576,0.248
113577,0.226
113585,0.188
113587,0.32
113599,0.248
113601,0.188
113602,0.222
113605,0.222
113609,0.35
113611,0.234
113616,0.186
113627,0.498
113631,0.282
113643,0.246
113652,0.248
113657,0.198
113659,0.13
113672,0.24
113680,0.204
113692,0.25
113694,0.168
113695,0.326
113701,0.182
113733,0.184
113738,0.208
113740,0.25
113742,0.172
113777,0.18
113783,0.222
113788,0.236
113789,0.23
113791,0.298
113795,0.214
113799,0.214
113805,0.13
113820,0.22
113822,0.14
113824,0.212
113829,0.236
113832,0.208
113833,0.226
113841,0.136
113849,0.166
113862,0.278
113863,0.274
113864,0.196
113870,0.176
113875,0.194
113882,0.166
113887,0.192
113894,0.18
113909,0.166
113930,0.228
113936,0.202
113939,0.164
113942,0.246
113943,0.326
113945,0.166
113947,0.172
113950,0.196
113951,0.276
113957,0.196
113966,0.22
113967,0.274
113977,0.184
113984,0.216
113986,0.17
113992,0.2
113998,0.138
113999,0.362
114003,0.192
