SK_ID_CURR,TARGET
102465,0.1325
102470,0.2475
102471,0.13
102475,0.145
102476,0.2375
102506,0.1775
102509,0.12
102519,0.1325
102522,0.135
102545,0.095
102549,0.1025
102562,0.0875
102563,0.115
102568,0.17
102582,0.1225
102592,0.095
102597,0.2075
102605,0.1275
102614,0.1225
102617,0.17
102634,0.1625
102652,0.105
102655,0.055
102671,0.1325
102694,0.24
102701,0.09
102703,0.105
102704,0.095
102713,0.135
102720,0.2475
102731,0.195
102733,0.1
102749,0.1875
102755,0.155
102763,0.1575
102770,0.135
102772,0.1625
102799,0.2775
102838,0.1075
102854,0.13
102862,0.17
102863,0.135
102867,0.11
102868,0.135
102878,0.11
102887,0.0925
102898,0.33
102904,0.1875
102912,0.165
102919,0.0975
102927,0.1125
102932,0.14
102933,0.1375
102935,0.115
102958,0.1825
102969,0.185
102971,0.1
102975,0.0975
102979,0.14
102982,0.0825
102987,0.2275
102989,0.2
102995,0.2075
102996,0.1675
103000,0.13
103001,0.2275
103004,0.1625
103010,0.1225
103025,0.23
103029,0.1425
103046,0.115
103056,0.155
103062,0.2225
103078,0.135
103083,0.115
103092,0.1625
103096,0.15
103097,0.265
103102,0.235
103112,0.2125
103132,0.105
103144,0.1375
103145,0.1975
103146,0.095
103147,0.1875
103158,0.1125
103171,0.2125
103173,0.125
103184,0.12
103195,0.23
103196,0.1425
103206,0.1275
103230,0.185
103231,0.2075
103232,0.1
103239,0.265
103240,0.2075
103243,0.1425
103252,0.15
103258,0.13
103259,0.195
103279,0.1225
103280,0.07
103286,0.0875
103287,0.405
103290,0.085
103298,0.1425
103315,0.0975
103319,0.1125
103334,0.1675
103336,0.2125
103345,0.085
103368,0.12
103371,0.2175
103377,0.1525
103398,0.0975
103404,0.135
103408,0.275
103410,0.14
103418,0.155
103420,0.2475
103432,0.1675
103433,0.1
103436,0.1075
103440,0.1225
103453,0.1375
103459,0.12
103460,0.15
103461,0.09
103462,0.195
103473,0.2375
103474,0.0975
103475,0.3025
103478,0.25
103480,0.21
103484,0.1025
103494,0.1375
103513,0.2325
103515,0.12
103516,0.2925
103525,0.1825
103541,0.245
103544,0.1125
103562,0.2475
103570,0.2875
103572,0.225
103574,0.12
103575,0.1325
103591,0.1625
103594,0.175
103609,0.115
103613,0.1825
103614,0.1725
103615,0.16
103624,0.12
103625,0.25
103628,0.2575
103629,0.105
103647,0.1
103648,0.14
103651,0.155
103658,0.105
103668,0.105
103669,0.1325
103676,0.1375
103682,0.1275
103683,0.17
103689,0.1025
103725,0.135
103733,0.1925
103744,0.095
103762,0.2075
103771,0.325
103773,0.0825
103783,0.1125
103784,0.1475
103808,0.11
103812,0.145
103813,0.1925
103814,0.155
103818,0.2075
103824,0.13
103828,0.095
103830,0.22
103840,0.08
103842,0.2025
103847,0.26
103848,0.165
103851,0.08
103854,0.19
103857,0.2675
103861,0.105
103862,0.1775
103865,0.2375
103870,0.0975
103876,0.12
103891,0.39
103908,0.1325
103914,0.255
103918,0.1375
103940,0.1825
103963,0.19
103966,0.2225
103971,0.1775
103980,0.1875
103984,0.1425
103985,0.0925
103998,0.26
104019,0.085
104026,0.1375
104035,0.185
104044,0.155
104045,0.115
104047,0.2875
104051,0.115
104058,0.1675
104063,0.08
104066,0.235
104087,0.0675
104089,0.1225
104095,0.1025
104098,0.26
104104,0.1025
104110,0.2825
104120,0.235
104122,0.0975
104131,0.135
104132,0.1675
104135,0.1175
104136,0.15
104149,0.1675
104150,0.1375
104156,0.2825
104165,0.1825
104175,0.1
104179,0.1625
104184,0.2375
104206,0.12
104216,0.24
104230,0.1925
104257,0.1225
104272,0.14
104273,0.14
104278,0.135
104294,0.245
104295,0.1025
104297,0.1
104298,0.15
104308,0.15
104318,0.0725
104319,0.15
104320,0.235
104327,0.12
104334,0.155
104344,0.1775
104350,0.1625
104351,0.23
104354,0.1425
104369,0.21
104376,0.135
104381,0.1075
104384,0.13
104391,0.135
104394,0.1475
104398,0.285
104402,0.1
104408,0.225
104409,0.095
104410,0.28
104412,0.1525
104417,0.2475
104424,0.1875
104426,0.1375
104435,0.1775
104445,0.1475
104458,0.115
104460,0.1275
104466,0.09
104472,0.12
104473,0.195
104479,0.1
104480,0.1125
104482,0.23
104499,0.15
104501,0.0875
104502,0.11
104506,0.11
104510,0.0775
104512,0.275
104520,0.1875
104528,0.23
104529,0.165
104541,0.1125
104578,0.155
104584,0.165
104588,0.16
104602,0.1725
104610,0.1575
104611,0.185
104618,0.165
104620,0.115
104622,0.105
104624,0.1425
104625,0.16
104634,0.175
104639,0.1525
104646,0.1275
104647,0.1475
104652,0.1075
104670,0.19
104677,0.1225
104685,0.2225
104691,0.135
104696,0.175
104699,0.1275
104712,0.165
104714,0.1125
104717,0.2
104718,0.115
104740,0.11
104741,0.12
104743,0.1225
104744,0.1925
104747,0.18
104767,0.1275
104772,0.3225
104776,0.2175
104779,0.095
104814,0.115
104815,0.105
104830,0.13
104831,0.215
104833,0.1625
104839,0.17
104840,0.095
104860,0.1775
104861,0.1675
104866,0.1575
104870,0.0925
104877,0.1675
104878,0.0925
104879,0.095
104880,0.095
104899,0.1425
104906,0.16
104907,0.1575
104913,0.2
104916,0.1475
104921,0.24
104930,0.095
104931,0.2525
104936,0.105
104937,0.18
104942,0.115
104943,0.145
104969,0.1975
104972,0.255
104988,0.135
105013,0.1675
105015,0.115
105019,0.13
105027,0.1525
105030,0.165
105035,0.365
105041,0.15
105051,0.15
105056,0.1625
105067,0.345
105071,0.135
105072,0.13
105074,0.17
105091,0.1425
105101,0.1375
105103,0.125
105134,0.0825
105139,0.115
105142,0.2125
105146,0.1275
105163,0.075
105168,0.1925
105172,0.085
105176,0.405
105195,0.1275
105196,0.2425
105197,0.11
105203,0.1225
105223,0.1675
105227,0.235
105228,0.105
105230,0.2425
105231,0.29
105239,0.135
105242,0.175
105244,0.135
105245,0.1375
105248,0.0725
105249,0.125
105266,0.1825
105271,0.2375
105276,0.1775
105282,0.1225
105292,0.145
105297,0.0975
105332,0.175
105333,0.1075
105343,0.165
105344,0.1625
105345,0.1525
105357,0.135
105359,0.12
105366,0.105
105367,0.135
105370,0.105
105377,0.0875
105390,0.1575
105399,0.1075
105403,0.1475
105404,0.13
105414,0.115
105417,0.1
105425,0.275
105452,0.205
105454,0.1775
105456,0.1425
105470,0.1125
105471,0.1525
105483,0.205
105493,0.2025
105508,0.2225
105514,0.1075
105515,0.095
105528,0.2975
105529,0.145
105531,0.165
105532,0.1275
105558,0.0925
105574,0.13
105578,0.11
105584,0.245
105595,0.1725
105617,0.2325
105618,0.1625
105621,0.13
105625,0.1525
105629,0.1475
105630,0.1125
105634,0.1
105635,0.1
105641,0.135
105647,0.1575
105648,0.1175
105655,0.1375
105657,0.085
105672,0.165
105678,0.1825
105682,0.155
105691,0.125
105692,0.1
105706,0.1625
105712,0.155
105720,0.15
105734,0.1
105735,0.12
105736,0.28
105737,0.0975
105738,0.13
105740,0.1775
105744,0.12
105747,0.15
105749,0.225
105754,0.1025
105758,0.135
105760,0.2175
105767,0.23
105784,0.1875
105791,0.105
105802,0.275
105807,0.265
105809,0.1475
105816,0.105
105817,0.1225
105824,0.24
105832,0.125
105856,0.12
105865,0.135
105899,0.22
105906,0.115
105916,0.125
105923,0.1575
105937,0.1925
105965,0.085
105966,0.1625
105968,0.195
105973,0.1075
105976,0.135
105978,0.145
105979,0.1
105991,0.1725
105998,0.195
105999,0.1
106000,0.375
106001,0.1525
106010,0.1625
106011,0.175
106013,0.2325
106015,0.125
106026,0.1225
106032,0.155
106035,0.28
106040,0.0925
106041,0.2025
106044,0.1075
106053,0.285
106054,0.15
106065,0.2675
106081,0.1675
106083,0.145
106087,0.125
106090,0.1875
106101,0.1475
106102,0.1175
106109,0.1175
106116,0.14
106150,0.12
106155,0.2375
106166,0.1175
106176,0.1425
106189,0.115
106199,0.1475
106205,0.165
106206,0.19
106211,0.17
106214,0.1375
106216,0.195
106217,0.13
106225,0.115
106249,0.155
106256,0.2375
106258,0.16
106261,0.12
106262,0.2525
106264,0.0975
106271,0.115
106276,0.1125
106277,0.1875
106286,0.1875
106293,0.115
106295,0.11
106296,0.1
106297,0.165
106298,0.15
106311,0.0925
106314,0.21
106320,0.1675
106334,0.145
106346,0.1925
106347,0.09
106349,0.1775
106354,0.135
106360,0.1
106373,0.195
106377,0.1825
106386,0.1525
106387,0.1225
106391,0.0875
106401,0.2525
106411,0.1275
106413,0.27
106426,0.1675
106427,0.195
106428,0.1775
106434,0.1475
106438,0.1325
106440,0.165
106441,0.0625
106452,0.1525
106453,0.17
106454,0.13
106457,0.17
106484,0.0975
106488,0.2225
106491,0.2575
106514,0.195
106527,0.1825
106528,0.2025
106529,0.085
106534,0.215
106550,0.2175
106577,0.1325
106585,0.2025
106590,0.0875
106607,0.1275
106610,0.2
106611,0.1675
106612,0.1525
106624,0.11
106631,0.1025
106647,0.4075
106660,0.1425
106674,0.1325
106687,0.1575
106712,0.1025
106713,0.155
106717,0.1475
106720,0.2125
106721,0.19
106724,0.12
106735,0.2175
106739,0.1225
106740,0.16
106754,0.1525
106760,0.3075
106761,0.1175
106784,0.1675
106787,0.145
106797,0.0925
106798,0.1525
106802,0.285
106803,0.175
106804,0.2575
106805,0.0725
106810,0.1375
106812,0.1975
106813,0.1925
106817,0.1775
106822,0.1175
106823,0.13
106827,0.1275
106841,0.1975
106851,0.2825
106852,0.1225
106853,0.235
106854,0.355
106861,0.1875
106873,0.1225
106877,0.145
106878,0.11
106881,0.155
106900,0.0975
106906,0.1375
106907,0.2025
106914,0.19
106916,0.115
106924,0.11
106931,0.1125
106936,0.2525
106937,0.195
106938,0.1125
106939,0.145
106943,0.2275
106944,0.2775
106967,0.1375
106980,0.1425
106986,0.1725
106987,0.1375
106990,0.105
107013,0.145
107023,0.15
107033,0.1625
107037,0.1675
107048,0.1225
107071,0.135
107081,0.075
107113,0.195
107130,0.1475
107131,0.15
107145,0.1325
107156,0.175
107219,0.125
107222,0.115
107223,0.2975
107232,0.2
107245,0.16
107246,0.105
107247,0.175
107256,0.0775
107259,0.115
107260,0.095
107279,0.2175
107280,0.12
107281,0.18
107285,0.1125
107329,0.1125
107337,0.2175
107349,0.1475
107350,0.115
107351,0.1275
107359,0.2325
107391,0.23
107394,0.195
107395,0.14
107406,0.1525
107416,0.1725
107417,0.125
107418,0.165
107419,0.1775
107444,0.0925
107445,0.1
107446,0.1225
107460,0.22
107470,0.14
107475,0.1925
107520,0.1175
107526,0.1575
107527,0.09
107530,0.1025
107532,0.135
107534,0.125
107535,0.2075
107554,0.2925
107556,0.1375
107559,0.17
107561,0.08
107564,0.18
107566,0.1425
107571,0.085
107590,0.2475
107602,0.1925
107625,0.12
107626,0.3125
107635,0.1025
107636,0.1325
107645,0.145
107652,0.2075
107655,0.1525
107668,0.1425
107670,0.1425
107677,0.1075
107680,0.2475
107683,0.2975
107684,0.1525
107691,0.08
107692,0.1625
107703,0.1725
107709,0.08
107710,0.2
107721,0.29
107725,0.165
107727,0.1375
107739,0.075
107740,0.1075
107741,0.2125
107747,0.105
107765,0.36
107768,0.155
107775,0.2025
107782,0.2825
107790,0.125
107801,0.1
107807,0.1375
107811,0.125
107817,0.185
107826,0.1125
107838,0.18
107839,0.13
107843,0.175
107847,0.1875
107849,0.1725
107850,0.2
107867,0.1975
107871,0.13
107908,0.115
107913,0.185
107927,0.105
107931,0.0875
107955,0.11
107962,0.1025
107977,0.11
107978,0.12
107993,0.0975
108010,0.165
108016,0.1225
108018,0.315
108027,0.1825
108045,0.2625
108069,0.195
108082,0.0875
108089,0.1325
108092,0.0875
108106,0.1075
108112,0.1425
108120,0.24
108122,0.26
108135,0.185
108170,0.1025
108171,0.185
108177,0.0725
108180,0.16
108183,0.1175
108184,0.1125
108185,0.1425
108192,0.12
108195,0.2175
108196,0.185
108218,0.085
108219,0.26
108243,0.17
108249,0.0675
108251,0.1225
108274,0.1575
108280,0.3525
108289,0.1225
108292,0.175
108295,0.125
108327,0.1475
108332,0.0925
108346,0.1025
108349,0.1375
108353,0.17
108362,0.1425
108363,0.1325
108377,0.3525
108378,0.19
108381,0.085
108383,0.215
108390,0.14
108407,0.1
108408,0.145
108411,0.1075
108412,0.1425
108419,0.125
108436,0.2875
108437,0.225
108438,0.1875
108441,0.1525
108448,0.1075
108449,0.155
108466,0.1775
108467,0.14
108473,0.18
108474,0.135
108476,0.13
108479,0.12
108486,0.095
108493,0.115
108501,0.09
108506,0.25
108510,0.195
108511,0.1825
108514,0.085
108517,0.105
108519,0.165
108522,0.0525
108548,0.2375
108554,0.1925
108555,0.1975
108559,0.12
108562,0.09
108571,0.1025
108572,0.105
108579,0.11
108583,0.095
108584,0.1575
108592,0.1375
108602,0.1275
108609,0.1525
108613,0.17
108616,0.175
108618,0.17
108620,0.115
108643,0.0875
108649,0.0925
108654,0.1675
108655,0.1025
108656,0.1125
108667,0.1925
108668,0.14
108682,0.24
108690,0.175
108691,0.1275
108692,0.185
108695,0.175
108699,0.1225
108710,0.1675
108718,0.2375
108739,0.2125
108740,0.1325
108741,0.09
108742,0.1975
108763,0.1125
108767,0.205
108769,0.275
108779,0.2275
108788,0.1175
108801,0.1075
108802,0.1525
108810,0.1275
108811,0.09
108813,0.09
108814,0.18
108825,0.1275
108826,0.1975
108830,0.1725
108834,0.07
108852,0.125
108887,0.165
108901,0.21
108908,0.095
108910,0.11
108920,0.11
108922,0.1475
108929,0.2075
108930,0.1625
108937,0.26
108938,0.11
108943,0.2175
108948,0.0675
108953,0.1275
108956,0.2425
108965,0.12
108985,0.25
108986,0.1825
108987,0.105
108990,0.12
108991,0.1725
108993,0.225
109000,0.2
109001,0.12
109012,0.26
109014,0.145
109015,0.18
109021,0.1075
109037,0.1225
109042,0.2
109044,0.1825
109046,0.3725
109064,0.075
109084,0.1725
109086,0.12
109092,0.075
109093,0.21
109100,0.1625
109101,0.08
109110,0.155
109114,0.19
109126,0.24
109152,0.1425
109162,0.14
109167,0.1475
109168,0.1875
109169,0.0925
109179,0.14
109184,0.145
109191,0.1625
109192,0.1875
109193,0.1125
109196,0.1025
109206,0.1775
109210,0.11
109244,0.19
109249,0.16
109273,0.1575
109276,0.215
109281,0.1075
109287,0.12
109297,0.2175
109298,0.12
109306,0.1125
109309,0.1525
109321,0.21
109328,0.23
109336,0.12
109342,0.145
109346,0.145
109347,0.1075
109348,0.24
109362,0.155
109363,0.11
109367,0.1225
109370,0.115
109393,0.17
109405,0.1425
109413,0.1625
109414,0.315
109421,0.135
109427,0.1625
109428,0.115
109429,0.23
109437,0.1
109443,0.1025
109461,0.1125
109468,0.15
109469,0.1375
109471,0.1775
109479,0.145
109484,0.075
109501,0.155
109505,0.135
109535,0.1375
109539,0.1
109544,0.1275
109545,0.0775
109551,0.17
109553,0.15
109555,0.1075
109561,0.1125
109580,0.1
109583,0.2675
109593,0.1975
109604,0.1875
109620,0.13
109635,0.095
109637,0.305
109638,0.145
109642,0.1775
109649,0.1225
109652,0.155
109656,0.1075
109663,0.1325
109696,0.2725
109700,0.2475
109709,0.1725
109735,0.0825
109740,0.13
109741,0.1675
109749,0.16
109764,0.125
109771,0.195
109772,0.1
109773,0.245
109798,0.17
109802,0.145
109804,0.095
109813,0.1675
109818,0.1275
109848,0.18
109850,0.1025
109851,0.16
109855,0.0775
109871,0.33
109877,0.175
109883,0.105
109886,0.0675
109905,0.19
109936,0.2775
109950,0.1875
109958,0.1575
109959,0.16
109969,0.0925
109971,0.095
109984,0.105
109985,0.3
109988,0.095
109992,0.14
110005,0.185
110009,0.1
110011,0.285
110014,0.1475
110026,0.095
110042,0.1075
110058,0.0775
110069,0.215
110080,0.1
110087,0.1775
110091,0.09
110094,0.1225
110098,0.195
110105,0.1475
110117,0.1675
110136,0.1325
110138,0.2625
110149,0.18
110164,0.1575
110202,0.2175
110212,0.1075
110226,0.0575
110236,0.1325
110249,0.09
110257,0.13
110258,0.115
110277,0.0825
110282,0.165
110284,0.1125
110286,0.135
110289,0.09
110304,0.0825
110319,0.1575
110324,0.1575
110326,0.115
110335,0.1275
110337,0.1975
110338,0.1425
110343,0.095
110345,0.0825
110347,0.1775
110355,0.1275
110359,0.125
110360,0.185
110364,0.18
110371,0.17
110372,0.0975
110376,0.1675
110379,0.175
110380,0.1575
110393,0.1225
110401,0.29
110406,0.095
110411,0.095
110416,0.085
110420,0.105
110443,0.16
110465,0.1025
110468,0.13
110469,0.155
110471,0.205
110487,0.2525
110491,0.1375
110504,0.1575
110547,0.1075
110550,0.1075
110559,0.21
110578,0.25
110582,0.1475
110590,0.1425
110598,0.26
110601,0.2425
110602,0.1325
110604,0.1325
110625,0.2875
110626,0.22
110636,0.2225
110637,0.165
110638,0.17
110646,0.115
110648,0.12
110652,0.1125
110681,0.1175
110682,0.1275
110687,0.195
110691,0.0975
110694,0.09
110695,0.0975
110696,0.145
110708,0.0975
110710,0.095
110717,0.1825
110730,0.19
110740,0.0875
110742,0.1275
110747,0.095
110761,0.1025
110766,0.08
110769,0.1325
110774,0.125
110803,0.0975
110805,0.105
110809,0.3
110827,0.2175
110832,0.13
110839,0.2025
110859,0.2325
110861,0.145
110863,0.2125
110865,0.195
110881,0.19
110889,0.0925
110891,0.1375
110894,0.105
110895,0.17
110907,0.2875
110914,0.1475
110933,0.0925
110934,0.075
110937,0.11
110953,0.095
110954,0.1
110958,0.235
110970,0.1775
110974,0.1225
110977,0.1275
110989,0.1325
110993,0.32
110994,0.265
111018,0.0725
111019,0.13
111030,0.14
111032,0.1325
111041,0.155
111045,0.1125
111048,0.1275
111052,0.1175
111070,0.36
111084,0.215
111091,0.1575
111104,0.1
111108,0.1075
111112,0.105
111127,0.1025
111142,0.1275
111146,0.2175
111165,0.1375
111168,0.1275
111169,0.23
111172,0.1
111173,0.1025
111174,0.2675
111175,0.215
111176,0.0975
111177,0.135
111180,0.0975
111182,0.0825
111192,0.12
111194,0.1875
111196,0.2175
111197,0.1425
111198,0.14
111205,0.1525
111207,0.1175
111222,0.1525
111228,0.085
111233,0.1475
111256,0.105
111258,0.0725
111262,0.095
111263,0.1175
111267,0.11
111269,0.1825
111276,0.1625
111277,0.245
111279,0.135
111290,0.075
111294,0.0975
111295,0.135
111315,0.2725
111318,0.1825
111327,0.1175
111328,0.1925
111332,0.1125
111338,0.08
111343,0.1775
111344,0.125
111345,0.3625
111347,0.135
111356,0.1325
111359,0.1675
111367,0.0775
111368,0.1175
111391,0.2475
111408,0.0775
111412,0.11
111419,0.245
111422,0.1325
111423,0.295
111439,0.1075
111452,0.2825
111456,0.155
111467,0.175
111478,0.1925
111482,0.1325
111488,0.1875
111503,0.175
111510,0.065
111512,0.095
111518,0.155
111532,0.1725
111537,0.0675
111541,0.1425
111544,0.16
111550,0.1375
111554,0.23
111560,0.27
111566,0.17
111567,0.2275
111592,0.135
111618,0.1775
111620,0.1775
111627,0.0825
111641,0.1475
111646,0.225
111652,0.105
111657,0.09
111664,0.195
111665,0.115
111669,0.1125
111673,0.1275
111687,0.105
111688,0.125
111689,0.1175
111694,0.1025
111695,0.1475
111698,0.095
111703,0.095
111709,0.0875
111712,0.1175
111715,0.1525
111724,0.1525
111730,0.12
111747,0.1175
111760,0.115
111761,0.1175
111763,0.1825
111776,0.16
111777,0.0775
111781,0.0825
111793,0.1625
111804,0.345
111810,0.2225
111816,0.0825
111818,0.095
111830,0.1275
111832,0.1
111841,0.0875
111842,0.185
111843,0.18
111846,0.1325
111848,0.205
111856,0.085
111857,0.115
111877,0.1225
111882,0.1125
111883,0.185
111891,0.125
111893,0.1075
111901,0.0925
111912,0.1125
111913,0.1175
111955,0.135
111958,0.125
111960,0.16
111967,0.165
112000,0.17
112003,0.16
112015,0.26
112019,0.33
112020,0.1375
112028,0.1425
112029,0.2
112031,0.1725
112039,0.14
112042,0.085
112049,0.11
112052,0.2075
112054,0.0775
112055,0.14
112063,0.17
112070,0.1675
112071,0.1425
112080,0.1375
112083,0.1625
112085,0.14
112089,0.1275
112098,0.3
112100,0.12
112105,0.1525
112124,0.095
112126,0.155
112127,0.1375
112128,0.1425
112148,0.12
112149,0.135
112165,0.135
112170,0.135
112171,0.135
112176,0.165
112186,0.09
112199,0.1375
112203,0.1325
112214,0.1325
112215,0.13
112216,0.16
112224,0.1025
112225,0.105
112231,0.235
112234,0.215
112235,0.0825
112236,0.2025
112254,0.2225
112265,0.2175
112271,0.12
112284,0.1
112287,0.26
112295,0.19
112303,0.1925
112307,0.22
112310,0.14
112312,0.115
112313,0.1
112326,0.165
112333,0.1325
112334,0.1275
112339,0.0925
112347,0.1625
112350,0.1775
112356,0.2075
112357,0.125
112359,0.17
112360,0.1625
112371,0.1625
112385,0.105
112392,0.1075
112401,0.255
112405,0.1525
112414,0.2075
112429,0.1575
112448,0.1075
112467,0.1525
112468,0.19
112469,0.2025
112491,0.18
112500,0.145
112510,0.2475
112535,0.195
112537,0.155
112551,0.1525
112552,0.1
112556,0.2175
112577,0.2075
112590,0.1825
112593,0.085
112596,0.2075
112601,0.08
112604,0.155
112622,0.1025
112655,0.135
112663,0.0925
112667,0.1175
112670,0.0875
112676,0.135
112677,0.115
112679,0.1075
112683,0.12
112688,0.1325
112692,0.1475
112696,0.225
112702,0.175
112709,0.105
112720,0.1
112735,0.0975
112738,0.23
112742,0.1425
112748,0.1125
112749,0.08
112766,0.11
112767,0.11
112769,0.105
112771,0.16
112775,0.1175
112794,0.1575
112795,0.09
112796,0.1725
112815,0.1
112817,0.15
112821,0.185
112822,0.1375
112829,0.17
112831,0.25
112835,0.115
112838,0.1475
112842,0.1325
112844,0.235
112845,0.0775
112846,0.075
112847,0.1075
112867,0.1775
112868,0.1125
112874,0.0925
112879,0.115
112882,0.12
112886,0.095
112895,0.1625
112896,0.26
112902,0.1425
112904,0.1525
112917,0.3325
112932,0.2275
112944,0.0975
112946,0.1525
112947,0.14
112948,0.14
112966,0.11
112967,0.12
112971,0.115
112973,0.23
112974,0.1275
112978,0.185
112988,0.1325
112992,0.2725
113003,0.155
113004,0.1425
113007,0.255
113020,0.18
113025,0.225
113032,0.095
113042,0.1425
113047,0.135
113066,0.0875
113067,0.1825
113071,0.11
113087,0.1725
113108,0.065
113109,0.1225
113123,0.095
113128,0.335
113134,0.205
113151,0.14
113175,0.23
113181,0.125
113188,0.2825
113191,0.11
